CityCode,StateAbbr,StateDesc,CityName,DataSource,Category,Data_Value_Type,Data_Value,MeasureId,Short_Question_Text,LongMeasureName
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,33.9,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,2.3,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,9.4,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,9,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,2.1,STROKE,Stroke,Stroke among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,8.7,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Prevention,Crude prevalence,8.5,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Prevention,Crude prevalence,73.3,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-233,IL,Illinois,Schaumburg,BRFSS,Prevention,Crude prevalence,69.2,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Prevention,Crude prevalence,79.9,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Prevention,Crude prevalence,64.7,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-233,IL,Illinois,Schaumburg,BRFSS,Prevention,Crude prevalence,39.6,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-233,IL,Illinois,Schaumburg,BRFSS,Prevention,Crude prevalence,31.8,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-233,IL,Illinois,Schaumburg,BRFSS,Prevention,Crude prevalence,71.2,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Prevention,Crude prevalence,76.5,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Prevention,Crude prevalence,84.1,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Unhealthy Behaviors,Crude prevalence,23.5,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Unhealthy Behaviors,Crude prevalence,13.7,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Unhealthy Behaviors,Crude prevalence,18.7,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Unhealthy Behaviors,Crude prevalence,23.7,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Unhealthy Behaviors,Crude prevalence,31.7,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,27.2,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,33.2,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,7,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,9.9,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,6.7,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,7.3,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,10.4,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,37.8,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,3.1,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,12.4,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,13.2,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,3.4,STROKE,Stroke,Stroke among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Health Outcomes,Crude prevalence,15.3,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-234,IL,Illinois,Springfield,BRFSS,Prevention,Crude prevalence,10.6,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-234,IL,Illinois,Springfield,BRFSS,Prevention,Crude prevalence,77.1,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-234,IL,Illinois,Springfield,BRFSS,Prevention,Crude prevalence,69.5,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Prevention,Crude prevalence,75.6,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Prevention,Crude prevalence,63.9,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-234,IL,Illinois,Springfield,BRFSS,Prevention,Crude prevalence,34.5,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-234,IL,Illinois,Springfield,BRFSS,Prevention,Crude prevalence,29.8,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-234,IL,Illinois,Springfield,BRFSS,Prevention,Crude prevalence,60.8,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Prevention,Crude prevalence,77.5,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-234,IL,Illinois,Springfield,BRFSS,Prevention,Crude prevalence,84.3,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-234,IL,Illinois,Springfield,BRFSS,Unhealthy Behaviors,Crude prevalence,19.2,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Unhealthy Behaviors,Crude prevalence,20.3,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Unhealthy Behaviors,Crude prevalence,25.4,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Unhealthy Behaviors,Crude prevalence,35.6,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-234,IL,Illinois,Springfield,BRFSS,Unhealthy Behaviors,Crude prevalence,34.2,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,20.6,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,31.5,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,4.5,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,10,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,5.9,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,6.4,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,11.5,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,36.1,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,3.1,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,13.8,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,14.7,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,3.2,STROKE,Stroke,Stroke among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Health Outcomes,Crude prevalence,20.8,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-235,IL,Illinois,Waukegan,BRFSS,Prevention,Crude prevalence,23.3,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-235,IL,Illinois,Waukegan,BRFSS,Prevention,Crude prevalence,71.6,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-235,IL,Illinois,Waukegan,BRFSS,Prevention,Crude prevalence,66,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Prevention,Crude prevalence,66.6,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Prevention,Crude prevalence,50.3,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-235,IL,Illinois,Waukegan,BRFSS,Prevention,Crude prevalence,26.4,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-235,IL,Illinois,Waukegan,BRFSS,Prevention,Crude prevalence,25.4,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-235,IL,Illinois,Waukegan,BRFSS,Prevention,Crude prevalence,50.9,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Prevention,Crude prevalence,77.5,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-235,IL,Illinois,Waukegan,BRFSS,Prevention,Crude prevalence,82.7,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-235,IL,Illinois,Waukegan,BRFSS,Unhealthy Behaviors,Crude prevalence,16.3,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Unhealthy Behaviors,Crude prevalence,21.1,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Unhealthy Behaviors,Crude prevalence,33.6,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Unhealthy Behaviors,Crude prevalence,35.4,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-235,IL,Illinois,Waukegan,BRFSS,Unhealthy Behaviors,Crude prevalence,38.1,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,15.6,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,19.6,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,3.7,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,10.9,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,3.8,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,5.2,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,5.8,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,29.3,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,2,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,15.5,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,9.6,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,1.9,STROKE,Stroke,Stroke among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Health Outcomes,Crude prevalence,14.2,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-236,IN,Indiana,Bloomington,BRFSS,Prevention,Crude prevalence,12.5,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-236,IN,Indiana,Bloomington,BRFSS,Prevention,Crude prevalence,63.2,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-236,IN,Indiana,Bloomington,BRFSS,Prevention,Crude prevalence,59.7,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Prevention,Crude prevalence,53.8,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Prevention,Crude prevalence,61.9,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-236,IN,Indiana,Bloomington,BRFSS,Prevention,Crude prevalence,33.6,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-236,IN,Indiana,Bloomington,BRFSS,Prevention,Crude prevalence,28.5,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-236,IN,Indiana,Bloomington,BRFSS,Prevention,Crude prevalence,57.8,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Prevention,Crude prevalence,74.6,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-236,IN,Indiana,Bloomington,BRFSS,Prevention,Crude prevalence,77.5,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-236,IN,Indiana,Bloomington,BRFSS,Unhealthy Behaviors,Crude prevalence,20,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Unhealthy Behaviors,Crude prevalence,19.3,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Unhealthy Behaviors,Crude prevalence,22.9,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Unhealthy Behaviors,Crude prevalence,25.8,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-236,IN,Indiana,Bloomington,BRFSS,Unhealthy Behaviors,Crude prevalence,33,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-237,IN,Indiana,Carmel,BRFSS,Health Outcomes,Crude prevalence,22.8,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-237,IN,Indiana,Carmel,BRFSS,Health Outcomes,Crude prevalence,28.9,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-237,IN,Indiana,Carmel,BRFSS,Health Outcomes,Crude prevalence,6.5,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-237,IN,Indiana,Carmel,BRFSS,Health Outcomes,Crude prevalence,8.7,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
